City, Region, Country, AirQuality, WaterPollution,Lat,Lon
Qiqihar, Heilongjiang, People's Republic of China,12.5,50.0,47.3392424,123.9495373
Yalova, Yalova Province, Turkey,46.875,43.75,40.5928976,29.077611679403788
Kraljevo, Raska District, Serbia,37.5,37.5,43.7234519,20.6870792
Nelson, Nelson Region, New Zealand,83.33333333,29.16666667,37.8078463,-85.4741595
Kyrenia, , Cyprus,75.0,50.0,35.3352654,33.3188405
Ajka, Veszprem County, Hungary,75.0,50.0,47.1056579,17.5587276
Nevsehir, Nevsehir Province, Turkey,50.0,0.0,38.7235072,34.7194168
Duzce, Duzce Province, Turkey,0.0,50.0,40.8774545,31.2009618
Kirikkale, Kirikkale Province, Turkey,4.166666667,50.0,39.8410483,33.5058536
Hakkari, Hakkari Province, Turkey,0.0,50.0,37.495358,44.1054777
Corum, Corum Province, Turkey,12.5,50.0,40.5491496,34.9602453
Kirklareli, Kirklareli Province, Turkey,32.14285714,0.0,41.7078046,27.6051334
Kastoria, West Macedonia Region, Greece,100.0,0.0,40.5216297,21.2636522
Cheltenham, England, United Kingdom,75.0,0.0,51.8995685,-2.0711559
Slatina, Olt County, Romania,58.33333333,25.0,44.4262541,24.368285363933296
Ghaziabad, Uttar Pradesh, India,12.90322581,80.0,28.6711527,77.4120356
Drogheda, Leinster, Ireland,100.0,12.5,53.7149877,-6.3524183
Zliten, Murqub, Libya,75.0,100.0,32.467562,14.56564
Rehovot, Central District, Israel,37.5,31.25,31.8930644,34.80340932920801
Vac, Pest County, Hungary,100.0,0.0,52.90988165,8.04353746914224
Tuxtla Gutierrez, Chiapas, Mexico,75.0,31.25,16.753801,-93.115959
Trikala, , Greece,95.83333333,33.33333333,39.5560869,21.7678844
Bijelo Polje, Bijelo Polje Municipality, Montenegro,0.0,75.0,43.0341595,19.7473559
Lod, Central District, Israel,25.0,100.0,31.95337115,34.89028367347144
Chichester, England, United Kingdom,100.0,0.0,50.8364862,-0.7791721
Thane, Maharashtra, India,41.66666667,70.94594595,19.1943294,72.9701779
Shillong, Meghalaya, India,73.33333333,73.33333333,25.5760446,91.8825282
Hyvinkaa, Uusimaa, Finland,100.0,50.0,60.6335719,24.8695328
Tauranga, Bay of Plenty Region, New Zealand,83.92857143,36.36363636,-37.6859006,176.167505
Kokkola, , Finland,95.0,75.0,63.8391421,23.1336845
Tepic, Nayarit, Mexico,100.0,50.0,21.5119156,-104.8915889
Fethiye, Mugla Province, Turkey,100.0,75.0,36.6221019,29.1153234
Bilecik, Bilecik Province, Turkey,20.83333333,50.0,40.1435101,29.9752911
Valjevo, Kolubara District, Serbia,0.0,75.0,44.2708719,19.8863297
Cacak, Moravica District, Serbia,41.66666667,50.0,43.8892195,20.35212520894438
Imphal, Manipur, India,47.91666667,65.38461538,24.7991162,93.9364419
Wigan, England, United Kingdom,87.5,12.5,53.5457188,-2.6264624
Ponta Delgada, Azores, Portugal,100.0,5.0,37.74757445,-25.672678266146384
Viana do Castelo, Viana do Castelo, Portugal,100.0,58.33333333,41.8803257,-8.523255293554344
Patiala, , India,33.33333333,69.11764706,30.3295605,76.4127819
Berane, Berane Municipality, Montenegro,100.0,0.0,42.846826,19.8740451
Bedford, England, United Kingdom,80.0,75.0,40.0271453,-78.5237447
Eastbourne, England, United Kingdom,79.16666667,0.0,50.7664372,0.2781546
Kaduna, Kaduna State, Nigeria,31.25,56.25,10.3825318,7.8533226
Kirkwall, Scotland, United Kingdom,100.0,50.0,58.9816049,-2.960369
Borjomi, Samtskhe-Javakheti, Georgia,100.0,50.0,41.8386946,43.3791739
Komotini, , Greece,75.0,18.75,41.1182,25.4035708
Vallejo, California, United States of America,100.0,50.0,38.1040864,-122.2566367
Thousand Oaks, California, United States of America,92.5,20.83333333,34.1705609,-118.8375937
Sunnyvale, California, United States of America,77.08333333,55.55555556,37.3688301,-122.036349
Kaifeng, Henan, People's Republic of China,0.0,100.0,34.604167,114.497222
Maringa, Parana, Brazil,95.83333333,25.0,-23.425269,-51.9382078
Bat Yam, Tel Aviv District, Israel,50.0,41.66666667,32.0154565,34.7505283
Prievidza, Trencin Region, Slovakia,80.0,0.0,48.7718361,18.6234916
Hachioji, , Japan,75.0,50.0,35.655389,139.3394669
Rotorua, Bay of Plenty Region, New Zealand,72.91666667,45.0,-38.1381493,176.252922
Santa Marta, Magdalena Department, Colombia,50.0,71.42857143,11.2320944,-74.1950916
Toluca, State of Mexico, Mexico,25.0,41.66666667,19.292545,-99.6569007
Torquay, England, United Kingdom,56.25,37.5,50.4652392,-3.5211361
Burnley, England, United Kingdom,37.5,25.0,53.7907262,-2.2439196
Ennis, , Ireland,100.0,50.0,52.8435152,-8.983747
Oxnard, California, United States of America,95.0,0.0,34.1976308,-119.1803818
East London, Eastern Cape, South Africa,70.83333333,58.33333333,-33.0191604,27.8998573
Kolhapur, Maharashtra, India,52.88461538,69.04761905,16.7028412,74.2405329
Sagamihara, Kanagawa Prefecture, Japan,75.0,50.0,35.56559,139.236215
Biala Podlaska, Lublin Voivodeship, Poland,50.0,50.0,52.02903185,23.14940947957289
Edessa, , Greece,100.0,0.0,37.2595198,39.0408174
Ambato, Tungurahua Province, Ecuador,72.22222222,75.0,-1.2422413,-78.6287594
Yozgat, Yozgat Province, Turkey,25.0,50.0,39.7152422,35.170998
Xanthi, , Greece,100.0,35.0,41.1380289,24.8862688
Beihai, Guangxi, People's Republic of China,21.875,75.0,21.6740808,109.3729721
Katerini, , Greece,37.5,37.5,40.2713616,22.5087618
Yantai, Shandong, People's Republic of China,20.83333333,50.0,37.461928,121.4425255
Ubud, Bali, Indonesia,50.0,25.0,-8.5068977,115.2622931
Livadeia, Central Greece Region, Greece,62.5,50.0,41.2553796,23.0721295
Villahermosa, Tabasco, Mexico,56.25,43.75,18.0018152,-92.9330401483751
Chelmsford, England, United Kingdom,62.5,12.5,51.7345329,0.4730532
Imatra, , Finland,91.66666667,0.0,61.1923342,28.7716996
Roeselare, Flemish Region, Belgium,75.0,50.0,50.9444948,3.124765
Johvi, Ida-Viru County, Estonia,100.0,50.0,59.3579433,27.4135654
Yinchuan, Ningxia, People's Republic of China,0.0,50.0,38.4852037,106.2261926
Beira, Sofala, Mozambique,0.0,100.0,-19.828707,34.841782
Carlow, Leinster, Ireland,58.33333333,41.66666667,52.69078865,-6.825145150844913
Bayburt, Bayburt Province, Turkey,100.0,0.0,40.2023027,40.2121599
Oshawa, Ontario, Canada,84.09090909,32.14285714,43.8975558,-78.8635324
Slough, England, United Kingdom,35.71428571,60.0,51.5111014,-0.5940682
Dunfermline, Scotland, United Kingdom,100.0,0.0,56.0713724,-3.4616183
Kusadasi, Aydin Province, Turkey,25.0,100.0,37.8632398,27.266873
Entebbe, , Uganda,50.0,75.0,0.0611715,32.4698564
Palmerston North, , New Zealand,95.83333333,32.14285714,-40.356317,175.6112388
Arak, Markazi Province, Iran,2.272727273,67.85714286,9.28713405,8.33725787431456
Lushnje, Fier County, Albania,0.0,100.0,40.9422038,19.7059724
Shariff Aguak, , Philippines,25.0,0.0,6.8610172,124.4444871
Antigua Guatemala, Sacatepequez Department, Guatemala,32.14285714,53.57142857,14.5567814,-90.7337346
West Bromwich, England, United Kingdom,50.0,0.0,52.5186579,-1.9923114
Drama, , Greece,100.0,25.0,40.2149642,28.3599186
Wadowice, Lesser Poland Voivodeship, Poland,30.0,0.0,49.8834484,19.4925345
New Plymouth, , New Zealand,95.0,15.0,-39.0579941,174.0806474
Santa Rosa, California, United States of America,81.25,29.54545455,38.4404925,-122.7141049
Akola, Maharashtra, India,31.52173913,62.5,20.76181225,77.1921156663574
Bareilly, Uttar Pradesh, India,45.83333333,48.52941176,28.416667,79.383333
Elva, Tartu County, Estonia,100.0,8.333333333,44.5405393,7.0904585
Maidstone, England, United Kingdom,12.5,50.0,51.2748258,0.5231646
Darlington, England, United Kingdom,100.0,0.0,54.5242081,-1.5555812
Barcelos, Braga, Portugal,100.0,50.0,41.5314496,-8.6192306
Tirunelveli, , India,55.55555556,75.0,8.8082342,77.8114843
Amagasaki, Hyogo Prefecture, Japan,100.0,0.0,34.7288995,135.412989
Rapid City, South Dakota, United States of America,92.5,37.5,44.0806041,-103.228023
Tralee, , Ireland,91.66666667,8.333333333,52.2692116,-9.7057047
Guildford, England, United Kingdom,67.85714286,39.28571429,51.2356068,-0.5732063
Aylesbury, England, United Kingdom,58.33333333,25.0,51.8161412,-0.8130383
Binghamton, New York, United States of America,62.5,62.5,42.098698,-75.9125187
Dudley, England, United Kingdom,100.0,0.0,52.5110832,-2.0816813
Bellevue, Washington, United States of America,94.23076923,19.44444444,47.6144219,-122.192337
Trujillo, La Libertad, Peru,50.0,37.5,39.4605657,-5.8816626
Kocani, Kocani Municipality, North Macedonia,12.5,50.0,44.3620036,18.6069824
Kisumu, , Kenya,100.0,0.0,-0.1029109,34.7541761
Panaji, Goa, India,25.0,50.0,15.4989946,73.8282141
Lohja, Uusimaa, Finland,100.0,50.0,60.2526036,24.0684575
Kazincbarcika, Borsod-Abauj-Zemplen County, Hungary,50.0,50.0,48.2544414,20.6223251
Znojmo, , Czech Republic,87.5,50.0,48.8554341,16.0489457
Jaffna, Northern Province, Sri Lanka,53.57142857,53.57142857,9.665093,80.0093029
Lomza, Podlaskie Voivodeship, Poland,75.0,50.0,53.18243065,22.05218381780885
Slobozia, Ialomi?a County, Romania,25.0,75.0,44.5635999,27.3618477
Warrington, England, United Kingdom,75.0,25.0,53.4018582,-2.5680223597163048
Xiangtan, Hunan, People's Republic of China,0.0,50.0,27.681864,112.626292
Harrogate, England, United Kingdom,75.0,6.25,53.9921491,-1.5391039
Rapla, Rapla County, Estonia,100.0,50.0,58.99921345,24.80465882520241
Husavik, , Iceland,50.0,50.0,50.5623175,-96.9948378
Fayetteville, Arkansas, United States of America,94.44444444,20.0,36.0625843,-94.1574328
El Jadida, Casablanca-Settat, Morocco,15.0,65.0,33.2336952,-8.500424800741666
Macon, Georgia, United States of America,60.0,50.0,32.8406946,-83.6324022
Montana, Montana Province, Bulgaria,20.0,50.0,47.3752671,-109.638757
Kuching, Sarawak, Malaysia,61.9047619,61.66666667,1.5574127,110.3439862
Walvis Bay, Erongo Region, Namibia,25.0,58.33333333,-22.9557607,14.5071125
Xalapa, Veracruz, Mexico,62.5,18.75,19.5408338,-96.9146374
Cugir, Alba County, Romania,100.0,25.0,45.8362888,23.3740955
Vinkovci, Vukovar-Syrmia County, Croatia,100.0,0.0,45.2883771,18.8045248
Comodoro Rivadavia, Chubut Province, Argentina,85.71428571,58.33333333,-45.8632024,-67.4752615
Walla Walla, Washington, United States of America,100.0,0.0,46.2055155,-118.5174284
Ibague, Tolima Department, Colombia,56.61764706,79.04411765,4.43917,-75.2113267
Casper, Wyoming, United States of America,100.0,33.33333333,42.8501191,-106.325138
Tivat, Tivat Municipality, Montenegro,65.0,50.0,42.4303762,18.6988104
Mansoura, , Egypt,37.5,70.0,35.8398964,38.7448296
Redmond, Washington, United States of America,87.5,33.33333333,47.6694141,-122.1238767
Piura, Piura, Peru,25.0,75.0,-5.0,-80.333333
Johor Bahru, Johor, Malaysia,50.0,56.25,1.503555,103.7495586
Geelong, Victoria, Australia,83.33333333,23.80952381,-38.1493248,144.3598241
Kelowna, British Columbia, Canada,79.87804878,32.43243243,49.8879177,-119.495902
Peoria, Illinois, United States of America,96.875,29.16666667,40.6938609,-89.5891008
Gisborne, , New Zealand,0.0,75.0,-38.661326,178.0206487
Aberdeen, Washington, United States of America,100.0,0.0,57.1482429,-2.0928095
Rockford, Illinois, United States of America,60.71428571,60.0,42.2713945,-89.093966
Vancouver, Washington, United States of America,73.07692308,29.80769231,49.2608724,-123.113952
Erie, Pennsylvania, United States of America,80.0,100.0,42.1294712,-80.0852695
Chelm, Lublin Voivodeship, Poland,50.0,50.0,51.1339221,23.4711548
Hollywood, Florida, United States of America,100.0,37.5,34.0980031,-118.329523
Al Ain, Emirate of Abu Dhabi, United Arab Emirates,44.79166667,38.88888889,24.2248697,55.7452211
Suwalki, Podlaskie Voivodeship, Poland,87.5,50.0,54.0990636,22.9279363
Aberdeen, South Dakota, United States of America,50.0,83.33333333,57.1482429,-2.0928095
Tunja, Boyaca Department, Colombia,100.0,75.0,5.5324313,-73.3616014
Solapur, Maharashtra, India,20.83333333,73.07692308,17.84990665,75.27632027348457
Reading, Pennsylvania, United States of America,87.5,50.0,51.4564242,-0.9700664
Brunswick, Vermont, United States of America,100.0,37.5,34.0718195,-78.1914215
Nakuru, , Kenya,75.0,25.0,-0.2802724,36.0712048
Kitwe, Copperbelt Province, Zambia,0.0,100.0,-12.8104186,28.2068361
Columbus, Georgia, United States of America,82.5,45.0,39.9622601,-83.0007065
Mission, Texas, United States of America,100.0,0.0,26.2159066,-98.3252932
Bauru, Sao Paulo, Brazil,58.33333333,50.0,-22.3218102,-49.0705863
Plasencia, Extremadura, Spain,75.0,50.0,40.029921,-6.090168
Huntington, West Virginia, United States of America,75.0,25.0,38.4192496,-82.445154
Kingsport, Tennessee, United States of America,56.25,93.75,36.550238,-82.5594293
Givet, , France,100.0,50.0,50.1362582,4.8248698
Bhilai, Chhattisgarh, India,34.82142857,55.68181818,21.2120677,81.3732849
Abeche, Ouaddai Region, Chad,62.5,37.5,13.8280295,20.8283652
Sremska Mitrovica, , Serbia,75.0,12.5,44.9701654,19.6124132
Ponta Grossa, Parana, Brazil,62.5,37.5,-25.0891685,-50.1601812
Bhavnagar, Gujarat, India,61.36363636,61.9047619,21.7718836,72.1416449
Jhansi, Uttar Pradesh, India,47.82608696,69.73684211,25.35486455,78.42564420838272
Naperville, Illinois, United States of America,83.33333333,12.5,41.7728699,-88.1479278
Morogoro, , Tanzania,66.66666667,100.0,-7.0842931,37.4232686
Gujranwala, Punjab, Pakistan,18.05555556,54.41176471,32.1525312,74.1933745
Khulna, Khulna Division, Bangladesh,45.83333333,39.28571429,22.9372087,89.2852741
Changwon, South Gyeongsang, South Korea,31.25,75.0,35.227956,128.6818586
Bucaramanga, Santander Department, Colombia,40.0,25.0,7.16698415,-73.1047294009737
Nishinomiya, Hyogo Prefecture, Japan,62.5,50.0,34.7386033,135.3394138
Setif, Setif Province, Algeria,50.0,100.0,36.1895852,5.4024656
Burnaby, British Columbia, Canada,77.77777778,41.07142857,49.2433804,-122.972545
Clearwater, Florida, United States of America,85.71428571,35.71428571,27.9658533,-82.8001026
Dhanbad, Jharkhand, India,20.19230769,64.13043478,23.7952809,86.4309638
Bani Walid, Misrata District, Libya,100.0,50.0,31.4668181,14.4931333
Tabuk, Tabuk Province, Saudi Arabia,50.0,25.0,28.3251866,37.6328648
Taichung, , Taiwan,22.79411765,75.79365079,24.163162,120.6478282
Lewes, England, United Kingdom,100.0,0.0,50.8746139,0.0051153241109362
Wuwei, Gansu, People's Republic of China,0.0,50.0,37.928881,102.6359886
Traralgon, Victoria, Australia,75.0,50.0,-38.1946441,146.5382327
Olaine, Olaine Municipality, Latvia,100.0,0.0,56.7905906,23.9331981
Keelung, Taiwan Province, Taiwan,50.0,50.0,25.1317232,121.744652
Bharatpur, Bagmati, Nepal,87.5,12.5,27.6879749,84.43367652680118
Sochaczew, Masovian Voivodeship, Poland,37.5,50.0,52.2367219,20.25712361363545
Bad Ischl, Upper Austria, Austria,85.0,50.0,47.7115299,13.6239333
Knysna, Western Cape, South Africa,100.0,25.0,-34.035734,23.048485
Amstetten, Lower Austria, Austria,62.5,50.0,48.0999102,14.82592060463179
Vocklabruck, Upper Austria, Austria,100.0,50.0,48.0078587,13.6460378
Gaya, Bihar, India,0.0,50.0,24.7964355,85.0079563
Simbach am Inn, Bavaria, Germany,100.0,50.0,48.2663113,13.0279972
Clifton, New Jersey, United States of America,100.0,0.0,40.8584328,-74.1637553
Jammu, Jammu and Kashmir, India,44.76744186,62.82051282,32.7185614,74.8580917
Hallein, Salzburg, Austria,100.0,50.0,47.6821521,13.0956313
Abensberg, Bavaria, Germany,100.0,50.0,48.8332409,11.8570782
Bunbury, Western Australia, Australia,100.0,0.0,-33.3267797,115.636698
Mittersill, Salzburg, Austria,50.0,50.0,47.2815157,12.4837012
Naples, Florida, United States of America,80.76923077,30.76923077,40.8358846,14.2487679
Bruck an der Mur, Styria, Austria,75.0,50.0,47.4121987,15.2721668
Traun, Upper Austria, Austria,87.5,50.0,48.2214369,14.2368078
Steyr, Upper Austria, Austria,100.0,50.0,48.0390046,14.4191276
Chiclayo, Lambayeque, Peru,50.0,50.0,-6.7716146,-79.8387175
Karaman, Karaman Province, Turkey,20.0,0.0,37.1796848,33.3383665
Ozamiz, , Philippines,87.5,50.0,8.1470175,123.8459793
Baniyas, Tartus Governorate, Syria,25.0,91.66666667,35.1820319,35.9449068
Trowbridge, England, United Kingdom,0.0,100.0,51.31614545,-2.202432312992854
Yongzhou, Hunan, People's Republic of China,0.0,50.0,26.423568,111.6081495
Aurora, Ontario, Canada,50.0,37.5,41.7571701,-88.3147539
Newport Beach, California, United States of America,93.75,25.0,33.6170092,-117.9294401
Dhahran, Eastern Province, Saudi Arabia,40.625,40.625,26.2966528,50.1202146
Buchanan, Grand Bassa County, Liberia,0.0,50.0,39.6733203,-94.794829
Amravati, Maharashtra, India,36.25,59.61538462,21.15454115,77.64429617998744
Belgaum, Karnataka, India,46.71052632,82.43243243,15.8572666,74.5069343
Lethbridge, Alberta, Canada,68.75,36.36363636,49.6945782,-112.8331033
Contagem, Minas Gerais, Brazil,50.0,75.0,-19.9132749,-44.0840953
Scranton, Pennsylvania, United States of America,92.85714286,41.66666667,41.4086874,-75.6621294
Ipoh, Perak, Malaysia,61.11111111,50.0,4.5986817,101.0900236
Abbotsford, British Columbia, Canada,64.28571429,36.45833333,49.0521162,-122.329479
Moshi, Kilimanjaro Region, Tanzania,75.0,0.0,-3.3486456,37.3435249
Tanta, Gharbia Governorate, Egypt,37.5,80.0,30.7833666,30.9982536
Turnhout, Flemish Region, Belgium,75.0,50.0,51.3286495,4.929594325676078
Makarska, Split-Dalmatia County, Croatia,100.0,0.0,43.2939756,17.020242
Sanandaj, Kurdistan Province, Iran,3.571428571,83.33333333,35.3126047,46.9978639
Haridwar, Uttarakhand, India,71.875,53.125,29.9384473,78.1452985
Cascais, Lisbon, Portugal,78.125,41.66666667,38.72240025,-9.396909171649876
Tsukuba, Ibaraki Prefecture, Japan,100.0,25.0,36.0833265,140.077279
Santarem, Santarem, Portugal,95.0,50.0,39.2363637,-8.6867081
Niagara Falls, Ontario, Canada,83.33333333,43.75,43.08436,-79.0614686
San Pedro Sula, Cortes Department, Honduras,28.57142857,67.85714286,15.49363865,-88.00776696107931
Jundiai, Sao Paulo, Brazil,67.85714286,5.0,-23.1887668,-46.884506
Massawa, Northern Red Sea Region, Eritrea,100.0,25.0,15.6031828,39.4636974
Caldas da Rainha, Leiria, Portugal,50.0,50.0,39.4071857,-9.1346004
Volta Redonda, Rio de Janeiro, Brazil,50.0,50.0,-22.521856,-44.1040128
Nove Zamky, Nitra Region, Slovakia,75.0,0.0,47.9861843,18.1631415
Hajnowka, Podlaskie Voivodeship, Poland,62.5,50.0,52.73173555,23.571247984159463
Karaikal, Puducherry, India,50.0,50.0,10.91571,79.8375761
Azaz, Aleppo Governorate, Syria,8.333333333,50.0,36.5864441,37.0464305
Modling, Lower Austria, Austria,87.5,50.0,48.0855922,16.2833526
Noida, Uttar Pradesh, India,11.48255814,82.63473054,28.5706333,77.3272147
Coonoor, Tamil Nadu, India,87.5,45.0,11.32233095,76.77480204343982
David, Chiriqui Province, Panama,80.0,30.0,8.49443135,-82.48176201002482
Teixeira de Freitas, Bahia, Brazil,25.0,100.0,-17.5384774,-39.7451701
Albany, Georgia, United States of America,75.0,16.66666667,42.6511674,-73.754968
Duluth, Georgia, United States of America,50.0,0.0,46.7729322,-92.1251218
Blacksburg, Virginia, United States of America,75.0,0.0,37.2296566,-80.4136767
Newport, New Hampshire, United States of America,100.0,0.0,41.4899827,-71.3137707
Sharjah, Emirate of Sharjah, United Arab Emirates,54.41176471,36.76470588,25.3461498,55.4210633
Rio Claro, Sao Paulo, Brazil,25.0,50.0,-22.4100108,-47.5603933
Valsad, Gujarat, India,75.0,75.0,20.5,73.083333
Muonio, , Finland,100.0,0.0,67.9593397,23.6774037
Kakamega, , Kenya,100.0,75.0,0.4957104,34.801548861634615
Middletown, New York, United States of America,100.0,25.0,41.5623178,-72.6509061
Daqing, Heilongjiang, People's Republic of China,12.5,50.0,46.3240228,124.5598093
Abastumani, Samtskhe-Javakheti, Georgia,62.5,50.0,41.7532909,42.8319445
Al Wakrah, , Qatar,14.28571429,25.0,25.1566623,51.6013212
Witbank, Mpumalanga, South Africa,16.25,98.4375,-23.430958850000003,17.165540904378428
Boston, England, United Kingdom,62.5,25.0,42.3554334,-71.060511
Naga, , Philippines,70.0,45.0,13.6240122,123.1850318
Joplin, Missouri, United States of America,79.16666667,18.75,37.0841838,-94.5133385
Bojnord, North Khorasan Province, Iran,0.0,50.0,37.4759752,57.3319881
Bahawalpur, , Pakistan,75.0,60.0,31.029535,75.0091934
Vilvoorde, Flemish Region, Belgium,75.0,50.0,50.928711,4.423126
Gospic, Lika-Senj County, Croatia,100.0,0.0,44.5464046,15.375421
Galle, Southern Province, Sri Lanka,75.0,37.5,6.0328139,80.214955
Sanya, Hainan, People's Republic of China,70.0,0.0,18.2534658,109.5034392
Siedlce, Masovian Voivodeship, Poland,46.42857143,50.0,51.3997099,16.3046036
San Juan de Pasto, Narino Department, Colombia,70.0,75.0,1.2140275,-77.2785096
Lancaster, Pennsylvania, United States of America,66.66666667,45.0,40.08067,-76.2411283
Pocatello, Idaho, United States of America,83.33333333,87.5,42.8620287,-112.450627
Bata, , Equatorial Guinea,25.0,25.0,1.869189,9.7720137
Novo Hamburgo, Rio Grande do Sul, Brazil,87.5,0.0,-29.6905705,-51.1429035
Abingdon-on-Thames, England, United Kingdom,100.0,50.0,51.6714842,-1.2779715
Kollam, Kerala, India,75.0,44.11764706,8.8879509,76.5955013
Valkeakoski, , Finland,100.0,50.0,61.2637921,24.0301278
Rajshahi, Rajshahi Division, Bangladesh,47.22222222,30.0,24.3715513,88.5921038
Brcko, Brcko District, Bosnia and Herzegovina,25.0,87.5,44.8771222,18.8095022
Simi Valley, California, United States of America,82.14285714,25.0,34.2677404,-118.7538071
Fairfield, California, United States of America,87.5,37.5,39.7886111,-82.6418883
Prijedor, Republika Srpska, Bosnia and Herzegovina,75.0,25.0,44.9805039,16.7131197
Guarapuava, Parana, Brazil,100.0,0.0,-25.3950986,-51.4622016
Bangor, Maine, United States of America,87.5,12.5,44.8016255,-68.7713289
Rockville, Maryland, United States of America,87.5,50.0,39.0817985,-77.1516844
Mount Gambier, South Australia, Australia,83.33333333,0.0,-37.8246698,140.78195963207455
Laramie, Wyoming, United States of America,100.0,0.0,41.311367,-105.591101
Almada, Setubal, Portugal,85.71428571,50.0,38.6831302,-9.1576301
Armenia, Quindio Department, Colombia,62.5,37.5,4.491976149999999,-75.74135085294314
Okinawa, Okinawa Prefecture, Japan,80.55555556,40.0,26.5707754,128.0255901
Nuevo Laredo, Tamaulipas State, Mexico,37.5,68.75,27.4950571,-99.5074431
Parkersburg, West Virginia, United States of America,0.0,100.0,39.2667309,-81.5620755
Kalgoorlie, Western Australia, Australia,75.0,50.0,-30.7464139,121.473223
Kota, , India,30.20833333,48.4375,25.1737019,75.8574194
Muradabad, Uttar Pradesh, India,37.5,43.75,21.023621,76.57793453010419
Dimitrovgrad, Haskovo Province, Bulgaria,12.5,50.0,54.2188995,49.6038982
Amol, Mazandaran Province, Iran,100.0,75.0,25.5238477,77.95809885405612
Fayetteville, North Carolina, United States of America,77.08333333,66.66666667,36.0625843,-94.1574328
Velika Gorica, Zagreb County, Croatia,25.0,50.0,45.7155672,16.0717164
Schenectady, New York, United States of America,50.0,50.0,42.8142432,-73.9395687
Albury, New South Wales, Australia,95.0,8.333333333,-36.0737734,146.9135265
Heze, Shandong, People's Republic of China,0.0,50.0,35.2477266,115.4464761
Maracay, Aragua, Venezuela,25.0,100.0,10.2375144,-67.5890216
Vila Velha, Espirito Santo, Brazil,33.33333333,41.66666667,-20.3297037,-40.2920174
Quetzaltenango, Quetzaltenango Department, Guatemala,29.16666667,75.0,14.7360257,-91.6152074
Newport News, Virginia, United States of America,66.66666667,62.5,37.0914429,-76.5213892
Popayan, Cauca Department, Colombia,100.0,25.0,2.4422295,-76.6072368
Salto, Salto Department, Uruguay,100.0,25.0,-31.3571565,-57.004446
Lienz, Tyrol, Austria,100.0,50.0,46.8298662,12.7681269
Cuprija, Pomoravlje District, Serbia,59.375,65.625,43.93271855,21.373138618560603
Qena, Qena Governorate, Egypt,50.0,25.0,26.01055795,33.12992108817383
Inuvik, Northwest Territories, Canada,87.5,50.0,73.6585432,-118.4410095
Batna, Batna Province, Algeria,100.0,25.0,35.3384291,5.731545299000572
Holland, Indiana, United States of America,75.0,75.0,52.2434979,5.6343227
Launceston, Tasmania, Australia,68.75,50.0,-41.4340813,147.1373496
Caslav, , Czech Republic,100.0,0.0,49.9109171,15.3913205
Shuangyashan, Heilongjiang, People's Republic of China,12.5,50.0,46.6738195,131.1331152
Adelanto, California, United States of America,50.0,50.0,34.5827699,-117.409215
Wuhu, Anhui, People's Republic of China,0.0,50.0,31.1800568,118.2141777
Huainan, Anhui, People's Republic of China,0.0,50.0,32.5866826,117.0130019
Anqing, Anhui, People's Republic of China,0.0,50.0,30.6592336,116.6302585
Fuyang, Anhui, People's Republic of China,0.0,50.0,32.8926763,115.8090001
Lu'an, Anhui, People's Republic of China,0.0,50.0,31.7383487,116.5142252
Bozhou, Anhui, People's Republic of China,0.0,50.0,33.8579594,115.772453
Xuancheng, Anhui, People's Republic of China,0.0,50.0,30.9412541,118.7540167
Ganzhou, Jiangxi, People's Republic of China,0.0,50.0,25.703866,115.348216
Fuzhou, Jiangxi, People's Republic of China,50.0,25.0,27.9511188,116.3530413
Shangrao, Jiangxi, People's Republic of China,0.0,50.0,28.7435852,117.40539
Goldsboro, North Carolina, United States of America,60.0,100.0,35.3848841,-77.9927651
Chester, Pennsylvania, United States of America,87.5,50.0,53.1908873,-2.8908955
Medicine Hat, Alberta, Canada,87.5,34.375,50.04303,-110.679016
Jindrichuv Hradec, , Czech Republic,100.0,25.0,49.1443265,15.003354
Athlone, Leinster, Ireland,80.0,25.0,53.4228434,-7.9425897
El Cajon, California, United States of America,50.0,25.0,32.7947731,-116.962526
George, Western Cape, South Africa,93.75,12.5,30.857421,-88.6537118
Dahab, South Sinai Governorate, Egypt,100.0,58.33333333,28.4963633,34.5145652
Pembroke Pines, Florida, United States of America,100.0,75.0,26.0061943,-80.2872086
Slapanice, , Czech Republic,87.5,37.5,49.1688974,16.7272687
Adrian, Georgia, United States of America,83.33333333,87.5,41.8975152,-84.0373054
Dongying, Shandong, People's Republic of China,0.0,50.0,37.4334738,118.6689349
Escondido, California, United States of America,75.0,12.5,33.1216751,-117.0814849
Farmville, North Carolina, United States of America,75.0,25.0,37.3024713,-78.3923813
Raipur, Chhattisgarh, India,15.09433962,68.61702128,21.2380912,81.6336993
Jining, Shandong, People's Republic of China,0.0,50.0,35.4125047,116.5849266
Tavira, , Portugal,100.0,0.0,37.1262493,-7.6499121
Sines, Setubal, Portugal,75.0,50.0,37.956549,-8.8689639
Weihai, Shandong, People's Republic of China,12.5,50.0,37.5120997,122.1152599
Zywiec, Silesian Voivodeship, Poland,50.0,50.0,49.6890338,19.20305
Rizhao, Shandong, People's Republic of China,10.71428571,37.5,35.4178833,119.5213994
Taytay, , Philippines,0.0,100.0,14.5706996,121.13202
Linyi, Shandong, People's Republic of China,4.166666667,87.5,35.1032403,118.3506988
Liaocheng, Shandong, People's Republic of China,0.0,50.0,36.4441808,115.9642007
